,controller_name,episode,reward_mean,reward_sum,query_cost_mean,query_cost_sum,query_cost_weight,accuracy_cost_mean,accuracy_cost_sum,accuracy_weight,cloud_query_budget_frac
0,curr_edge,649,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.9
0,curr_edge,139,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.15
0,curr_edge,655,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.9
0,curr_edge,145,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.15
0,curr_edge,661,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.9
0,curr_edge,151,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.15
0,curr_edge,667,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.9
0,curr_edge,157,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.15
0,curr_edge,673,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.9
0,curr_edge,163,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.15
0,curr_edge,679,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.9
0,curr_edge,169,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.15
0,curr_edge,685,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.9
0,curr_edge,175,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.15
0,curr_edge,691,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.9
0,curr_edge,181,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.15
0,curr_edge,697,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.9
0,curr_edge,187,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.15
0,curr_edge,703,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.9
0,curr_edge,193,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.15
0,curr_edge,709,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.9
0,curr_edge,199,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.15
0,curr_edge,715,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.9
0,curr_edge,205,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.15
0,curr_edge,721,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.95
0,curr_edge,211,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.15
0,curr_edge,727,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.95
0,curr_edge,217,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.15
0,curr_edge,733,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.95
0,curr_edge,223,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.15
0,curr_edge,739,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.95
0,curr_edge,229,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.15
0,curr_edge,745,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.95
0,curr_edge,235,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.15
0,curr_edge,751,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.95
0,curr_edge,241,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.3
0,curr_edge,757,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.95
0,curr_edge,247,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.3
0,curr_edge,763,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.95
0,curr_edge,253,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.3
0,curr_edge,769,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.95
0,curr_edge,259,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.3
0,curr_edge,775,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.95
0,curr_edge,265,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.3
0,curr_edge,781,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.95
0,curr_edge,271,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.3
0,curr_edge,787,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.95
0,curr_edge,277,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.3
0,curr_edge,793,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.95
0,curr_edge,283,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.3
0,curr_edge,799,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.95
0,curr_edge,289,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.3
0,curr_edge,805,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.95
0,curr_edge,295,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.3
0,curr_edge,811,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.95
0,curr_edge,301,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.3
0,curr_edge,817,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.95
0,curr_edge,307,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.3
0,curr_edge,823,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.95
0,curr_edge,313,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.3
0,curr_edge,829,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.95
0,curr_edge,319,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.3
0,curr_edge,835,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.95
0,curr_edge,325,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.3
0,curr_edge,331,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.3
0,curr_edge,337,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.3
0,curr_edge,343,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.3
0,curr_edge,349,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.3
0,curr_edge,355,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.3
0,curr_edge,361,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.45
0,curr_edge,367,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.45
0,curr_edge,373,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.45
0,curr_edge,379,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.45
0,curr_edge,385,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.45
0,curr_edge,391,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.45
0,curr_edge,397,-3.0316455696202533,-479.0,0.5,79.0,1.0,0.25316455696202533,40.0,10.0,0.45
0,curr_edge,403,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.45
0,curr_edge,409,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.45
0,curr_edge,415,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.45
0,curr_edge,421,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.45
0,curr_edge,427,-3.221518987341772,-509.0,0.5,79.0,1.0,0.2721518987341772,43.0,10.0,0.45
0,curr_edge,433,-2.2088607594936707,-349.0,0.5,79.0,1.0,0.17088607594936708,27.0,10.0,0.45
0,curr_edge,439,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.45
0,curr_edge,445,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.45
0,curr_edge,451,-2.0822784810126582,-329.0,0.5,79.0,1.0,0.15822784810126583,25.0,10.0,0.45
0,curr_edge,457,-3.348101265822785,-529.0,0.5,79.0,1.0,0.2848101265822785,45.0,10.0,0.45
0,curr_edge,463,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.45
0,curr_edge,469,-2.651898734177215,-419.0,0.5,79.0,1.0,0.21518987341772153,34.0,10.0,0.45
0,curr_edge,475,-2.2721518987341773,-359.0,0.5,79.0,1.0,0.17721518987341772,28.0,10.0,0.45
0,curr_edge,481,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.8
0,curr_edge,487,-3.7278481012658227,-589.0,0.5,79.0,1.0,0.3227848101265823,51.0,10.0,0.8
0,curr_edge,493,-2.018987341772152,-319.0,0.5,79.0,1.0,0.1518987341772152,24.0,10.0,0.8
0,curr_edge,499,-1.8291139240506329,-289.0,0.5,79.0,1.0,0.13291139240506328,21.0,10.0,0.8
0,curr_edge,505,-0.9430379746835443,-149.0,0.5,79.0,1.0,0.04430379746835443,7.0,10.0,0.8
0,curr_edge,511,-2.3987341772151898,-379.0,0.5,79.0,1.0,0.189873417721519,30.0,10.0,0.8
0,threshold-0.5,514,-2.2578947368421054,-429.0,1.2578947368421052,239.0,1.0,0.1,19.0,10.0,0.8
0,threshold-0.5,4,-2.0308641975308643,-329.0,0.6111111111111112,99.0,1.0,0.1419753086419753,23.0,10.0,0.05
0,threshold-0.5,520,-2.6069651741293534,-524.0,1.462686567164179,294.0,1.0,0.11442786069651742,23.0,10.0,0.8
0,threshold-0.5,10,-3.697530864197531,-599.0,0.6111111111111112,99.0,1.0,0.30864197530864196,50.0,10.0,0.05
0,threshold-0.5,526,-2.0913978494623655,-389.0,1.1774193548387097,219.0,1.0,0.0913978494623656,17.0,10.0,0.8
0,threshold-0.5,16,-2.0308641975308643,-329.0,0.6111111111111112,99.0,1.0,0.1419753086419753,23.0,10.0,0.05
0,threshold-0.5,532,-2.855721393034826,-574.0,1.462686567164179,294.0,1.0,0.13930348258706468,28.0,10.0,0.8
0,threshold-0.5,22,-1.845679012345679,-299.0,0.6111111111111112,99.0,1.0,0.12345679012345678,20.0,10.0,0.05
0,threshold-0.5,538,-2.3385416666666665,-449.0,1.296875,249.0,1.0,0.10416666666666667,20.0,10.0,0.8
0,threshold-0.5,28,-0.9814814814814815,-159.0,0.6111111111111112,99.0,1.0,0.037037037037037035,6.0,10.0,0.05
0,threshold-0.5,544,-1.9175824175824177,-349.0,1.0934065934065933,199.0,1.0,0.08241758241758242,15.0,10.0,0.8
0,threshold-0.5,34,-2.4012345679012346,-389.0,0.6111111111111112,99.0,1.0,0.17901234567901234,29.0,10.0,0.05
0,threshold-0.5,550,-2.766839378238342,-534.0,1.3160621761658031,254.0,1.0,0.14507772020725387,28.0,10.0,0.8
0,threshold-0.5,40,-3.080246913580247,-499.0,0.6111111111111112,99.0,1.0,0.24691358024691357,40.0,10.0,0.05
0,threshold-0.5,556,-2.0824175824175826,-379.0,1.0934065934065933,199.0,1.0,0.0989010989010989,18.0,10.0,0.8
0,threshold-0.5,46,-2.2160493827160495,-359.0,0.6111111111111112,99.0,1.0,0.16049382716049382,26.0,10.0,0.05
0,threshold-0.5,562,-2.015957446808511,-379.0,1.2180851063829787,229.0,1.0,0.0797872340425532,15.0,10.0,0.8
0,threshold-0.5,52,-3.265432098765432,-529.0,0.6111111111111112,99.0,1.0,0.2654320987654321,43.0,10.0,0.05
0,threshold-0.5,568,-2.7897435897435896,-544.0,1.353846153846154,264.0,1.0,0.14358974358974358,28.0,10.0,0.8
0,threshold-0.5,58,-2.6481481481481484,-429.0,0.6111111111111112,99.0,1.0,0.2037037037037037,33.0,10.0,0.05
0,threshold-0.5,574,-1.8833333333333333,-339.0,1.05,189.0,1.0,0.08333333333333333,15.0,10.0,0.8
0,threshold-0.5,64,-2.0925925925925926,-339.0,0.6111111111111112,99.0,1.0,0.14814814814814814,24.0,10.0,0.05
0,threshold-0.5,580,-2.6985645933014353,-564.0,1.5980861244019138,334.0,1.0,0.11004784688995216,23.0,10.0,0.8
0,threshold-0.5,70,-3.2037037037037037,-519.0,0.6111111111111112,99.0,1.0,0.25925925925925924,42.0,10.0,0.05
0,threshold-0.5,586,-2.917874396135266,-604.0,1.565217391304348,324.0,1.0,0.13526570048309178,28.0,10.0,0.8
0,threshold-0.5,76,-2.2160493827160495,-359.0,0.6111111111111112,99.0,1.0,0.16049382716049382,26.0,10.0,0.05
0,threshold-0.5,592,-2.2487046632124352,-434.0,1.3160621761658031,254.0,1.0,0.09326424870466321,18.0,10.0,0.8
0,threshold-0.5,82,-2.4012345679012346,-389.0,0.6111111111111112,99.0,1.0,0.17901234567901234,29.0,10.0,0.05
0,threshold-0.5,598,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.8
0,threshold-0.5,88,-3.265432098765432,-529.0,0.6111111111111112,99.0,1.0,0.2654320987654321,43.0,10.0,0.05
0,threshold-0.5,604,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.9
0,threshold-0.5,94,-2.0925925925925926,-339.0,0.6111111111111112,99.0,1.0,0.14814814814814814,24.0,10.0,0.05
0,threshold-0.5,610,-3.095,-619.0,1.445,289.0,1.0,0.165,33.0,10.0,0.9
0,threshold-0.5,100,-3.265432098765432,-529.0,0.6111111111111112,99.0,1.0,0.2654320987654321,43.0,10.0,0.05
0,threshold-0.5,616,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.9
0,threshold-0.5,106,-3.6358024691358026,-589.0,0.6111111111111112,99.0,1.0,0.30246913580246915,49.0,10.0,0.05
0,threshold-0.5,622,-1.6420454545454546,-289.0,0.9602272727272727,169.0,1.0,0.06818181818181818,12.0,10.0,0.9
0,threshold-0.5,112,-2.5864197530864197,-419.0,0.6111111111111112,99.0,1.0,0.19753086419753085,32.0,10.0,0.05
0,threshold-0.5,628,-0.9578313253012049,-159.0,0.7168674698795181,119.0,1.0,0.024096385542168676,4.0,10.0,0.9
0,threshold-0.5,118,-2.2777777777777777,-369.0,0.6111111111111112,99.0,1.0,0.16666666666666666,27.0,10.0,0.05
0,threshold-0.5,634,-2.2578947368421054,-429.0,1.2578947368421052,239.0,1.0,0.1,19.0,10.0,0.9
0,threshold-0.5,124,-1.9941176470588236,-339.0,0.8176470588235294,139.0,1.0,0.11764705882352941,20.0,10.0,0.15
0,threshold-0.5,640,-2.6069651741293534,-524.0,1.462686567164179,294.0,1.0,0.11442786069651742,23.0,10.0,0.9
0,threshold-0.5,130,-3.5823529411764707,-609.0,0.8176470588235294,139.0,1.0,0.27647058823529413,47.0,10.0,0.15
0,threshold-0.5,646,-2.0913978494623655,-389.0,1.1774193548387097,219.0,1.0,0.0913978494623656,17.0,10.0,0.9
0,threshold-0.5,136,-1.9941176470588236,-339.0,0.8176470588235294,139.0,1.0,0.11764705882352941,20.0,10.0,0.15
0,threshold-0.5,652,-2.855721393034826,-574.0,1.462686567164179,294.0,1.0,0.13930348258706468,28.0,10.0,0.9
0,threshold-0.5,142,-1.7588235294117647,-299.0,0.8176470588235294,139.0,1.0,0.09411764705882353,16.0,10.0,0.15
0,threshold-0.5,658,-2.3385416666666665,-449.0,1.296875,249.0,1.0,0.10416666666666667,20.0,10.0,0.9
0,threshold-0.5,148,-0.9578313253012049,-159.0,0.7168674698795181,119.0,1.0,0.024096385542168676,4.0,10.0,0.15
0,threshold-0.5,664,-1.9175824175824177,-349.0,1.0934065934065933,199.0,1.0,0.08241758241758242,15.0,10.0,0.9
0,threshold-0.5,154,-2.4058823529411764,-409.0,0.8176470588235294,139.0,1.0,0.1588235294117647,27.0,10.0,0.15
0,threshold-0.5,670,-2.766839378238342,-534.0,1.3160621761658031,254.0,1.0,0.14507772020725387,28.0,10.0,0.9
0,threshold-0.5,160,-2.9941176470588236,-509.0,0.8176470588235294,139.0,1.0,0.21764705882352942,37.0,10.0,0.15
0,threshold-0.5,676,-2.0824175824175826,-379.0,1.0934065934065933,199.0,1.0,0.0989010989010989,18.0,10.0,0.9
0,threshold-0.5,166,-2.2294117647058824,-379.0,0.8176470588235294,139.0,1.0,0.1411764705882353,24.0,10.0,0.15
0,threshold-0.5,682,-2.015957446808511,-379.0,1.2180851063829787,229.0,1.0,0.0797872340425532,15.0,10.0,0.9
0,threshold-0.5,172,-3.111764705882353,-529.0,0.8176470588235294,139.0,1.0,0.22941176470588234,39.0,10.0,0.15
0,threshold-0.5,688,-2.7897435897435896,-544.0,1.353846153846154,264.0,1.0,0.14358974358974358,28.0,10.0,0.9
0,threshold-0.5,178,-2.523529411764706,-429.0,0.8176470588235294,139.0,1.0,0.17058823529411765,29.0,10.0,0.15
0,threshold-0.5,694,-1.8833333333333333,-339.0,1.05,189.0,1.0,0.08333333333333333,15.0,10.0,0.9
0,threshold-0.5,184,-2.052941176470588,-349.0,0.8176470588235294,139.0,1.0,0.12352941176470589,21.0,10.0,0.15
0,threshold-0.5,700,-2.6985645933014353,-564.0,1.5980861244019138,334.0,1.0,0.11004784688995216,23.0,10.0,0.9
0,threshold-0.5,190,-3.1705882352941175,-539.0,0.8176470588235294,139.0,1.0,0.23529411764705882,40.0,10.0,0.15
0,threshold-0.5,706,-2.917874396135266,-604.0,1.565217391304348,324.0,1.0,0.13526570048309178,28.0,10.0,0.9
0,threshold-0.5,196,-2.2294117647058824,-379.0,0.8176470588235294,139.0,1.0,0.1411764705882353,24.0,10.0,0.15
0,threshold-0.5,712,-2.2487046632124352,-434.0,1.3160621761658031,254.0,1.0,0.09326424870466321,18.0,10.0,0.9
0,threshold-0.5,202,-2.288235294117647,-389.0,0.8176470588235294,139.0,1.0,0.14705882352941177,25.0,10.0,0.15
0,threshold-0.5,718,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.9
0,threshold-0.5,208,-3.111764705882353,-529.0,0.8176470588235294,139.0,1.0,0.22941176470588234,39.0,10.0,0.15
0,threshold-0.5,724,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.95
0,threshold-0.5,214,-2.052941176470588,-349.0,0.8176470588235294,139.0,1.0,0.12352941176470589,21.0,10.0,0.15
0,threshold-0.5,730,-3.095,-619.0,1.445,289.0,1.0,0.165,33.0,10.0,0.95
0,threshold-0.5,220,-3.111764705882353,-529.0,0.8176470588235294,139.0,1.0,0.22941176470588234,39.0,10.0,0.15
0,threshold-0.5,736,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.95
0,threshold-0.5,226,-3.4647058823529413,-589.0,0.8176470588235294,139.0,1.0,0.2647058823529412,45.0,10.0,0.15
0,threshold-0.5,742,-1.6420454545454546,-289.0,0.9602272727272727,169.0,1.0,0.06818181818181818,12.0,10.0,0.95
0,threshold-0.5,232,-2.4647058823529413,-419.0,0.8176470588235294,139.0,1.0,0.16470588235294117,28.0,10.0,0.15
0,threshold-0.5,748,-0.9578313253012049,-159.0,0.7168674698795181,119.0,1.0,0.024096385542168676,4.0,10.0,0.95
0,threshold-0.5,238,-2.2294117647058824,-379.0,0.8176470588235294,139.0,1.0,0.1411764705882353,24.0,10.0,0.15
0,threshold-0.5,754,-2.2578947368421054,-429.0,1.2578947368421052,239.0,1.0,0.1,19.0,10.0,0.95
0,threshold-0.5,244,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.3
0,threshold-0.5,760,-2.6069651741293534,-524.0,1.462686567164179,294.0,1.0,0.11442786069651742,23.0,10.0,0.95
0,threshold-0.5,250,-3.3461538461538463,-609.0,1.0934065934065933,199.0,1.0,0.22527472527472528,41.0,10.0,0.3
0,threshold-0.5,766,-2.0913978494623655,-389.0,1.1774193548387097,219.0,1.0,0.0913978494623656,17.0,10.0,0.95
0,threshold-0.5,256,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.3
0,threshold-0.5,772,-2.855721393034826,-574.0,1.462686567164179,294.0,1.0,0.13930348258706468,28.0,10.0,0.95
0,threshold-0.5,262,-1.6420454545454546,-289.0,0.9602272727272727,169.0,1.0,0.06818181818181818,12.0,10.0,0.3
0,threshold-0.5,778,-2.3385416666666665,-449.0,1.296875,249.0,1.0,0.10416666666666667,20.0,10.0,0.95
0,threshold-0.5,268,-0.9578313253012049,-159.0,0.7168674698795181,119.0,1.0,0.024096385542168676,4.0,10.0,0.3
0,threshold-0.5,784,-1.9175824175824177,-349.0,1.0934065934065933,199.0,1.0,0.08241758241758242,15.0,10.0,0.95
0,threshold-0.5,274,-2.357142857142857,-429.0,1.0934065934065933,199.0,1.0,0.12637362637362637,23.0,10.0,0.3
0,threshold-0.5,790,-2.766839378238342,-534.0,1.3160621761658031,254.0,1.0,0.14507772020725387,28.0,10.0,0.95
0,threshold-0.5,280,-2.8516483516483517,-519.0,1.0934065934065933,199.0,1.0,0.17582417582417584,32.0,10.0,0.3
0,threshold-0.5,796,-2.0824175824175826,-379.0,1.0934065934065933,199.0,1.0,0.0989010989010989,18.0,10.0,0.95
0,threshold-0.5,286,-2.1923076923076925,-399.0,1.0934065934065933,199.0,1.0,0.10989010989010989,20.0,10.0,0.3
0,threshold-0.5,802,-2.015957446808511,-379.0,1.2180851063829787,229.0,1.0,0.0797872340425532,15.0,10.0,0.95
0,threshold-0.5,292,-2.9615384615384617,-539.0,1.0934065934065933,199.0,1.0,0.18681318681318682,34.0,10.0,0.3
0,threshold-0.5,808,-2.7897435897435896,-544.0,1.353846153846154,264.0,1.0,0.14358974358974358,28.0,10.0,0.95
0,threshold-0.5,298,-2.412087912087912,-439.0,1.0934065934065933,199.0,1.0,0.13186813186813187,24.0,10.0,0.3
0,threshold-0.5,814,-1.8833333333333333,-339.0,1.05,189.0,1.0,0.08333333333333333,15.0,10.0,0.95
0,threshold-0.5,304,-1.9175824175824177,-349.0,1.0934065934065933,199.0,1.0,0.08241758241758242,15.0,10.0,0.3
0,threshold-0.5,820,-2.6985645933014353,-564.0,1.5980861244019138,334.0,1.0,0.11004784688995216,23.0,10.0,0.95
0,threshold-0.5,310,-2.9615384615384617,-539.0,1.0934065934065933,199.0,1.0,0.18681318681318682,34.0,10.0,0.3
0,threshold-0.5,826,-2.917874396135266,-604.0,1.565217391304348,324.0,1.0,0.13526570048309178,28.0,10.0,0.95
0,threshold-0.5,316,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.3
0,threshold-0.5,832,-2.2487046632124352,-434.0,1.3160621761658031,254.0,1.0,0.09326424870466321,18.0,10.0,0.95
0,threshold-0.5,322,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.3
0,threshold-0.5,838,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.95
0,threshold-0.5,328,-2.9615384615384617,-539.0,1.0934065934065933,199.0,1.0,0.18681318681318682,34.0,10.0,0.3
0,threshold-0.5,334,-1.8833333333333333,-339.0,1.05,189.0,1.0,0.08333333333333333,15.0,10.0,0.3
0,threshold-0.5,340,-2.9065934065934065,-529.0,1.0934065934065933,199.0,1.0,0.1813186813186813,33.0,10.0,0.3
0,threshold-0.5,346,-3.3461538461538463,-609.0,1.0934065934065933,199.0,1.0,0.22527472527472528,41.0,10.0,0.3
0,threshold-0.5,352,-2.357142857142857,-429.0,1.0934065934065933,199.0,1.0,0.12637362637362637,23.0,10.0,0.3
0,threshold-0.5,358,-2.1373626373626373,-389.0,1.0934065934065933,199.0,1.0,0.1043956043956044,19.0,10.0,0.3
0,threshold-0.5,364,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.45
0,threshold-0.5,370,-3.1907216494845363,-619.0,1.3350515463917525,259.0,1.0,0.18556701030927836,36.0,10.0,0.45
0,threshold-0.5,376,-1.8277777777777777,-329.0,1.05,189.0,1.0,0.07777777777777778,14.0,10.0,0.45
0,threshold-0.5,382,-1.6420454545454546,-289.0,0.9602272727272727,169.0,1.0,0.06818181818181818,12.0,10.0,0.45
0,threshold-0.5,388,-0.9578313253012049,-159.0,0.7168674698795181,119.0,1.0,0.024096385542168676,4.0,10.0,0.45
0,threshold-0.5,394,-2.2578947368421054,-429.0,1.2578947368421052,239.0,1.0,0.1,19.0,10.0,0.45
0,threshold-0.5,400,-2.6752577319587627,-519.0,1.3350515463917525,259.0,1.0,0.13402061855670103,26.0,10.0,0.45
0,threshold-0.5,406,-2.0913978494623655,-389.0,1.1774193548387097,219.0,1.0,0.0913978494623656,17.0,10.0,0.45
0,threshold-0.5,412,-2.881443298969072,-559.0,1.3350515463917525,259.0,1.0,0.15463917525773196,30.0,10.0,0.45
0,threshold-0.5,418,-2.3385416666666665,-449.0,1.296875,249.0,1.0,0.10416666666666667,20.0,10.0,0.45
0,threshold-0.5,424,-1.9175824175824177,-349.0,1.0934065934065933,199.0,1.0,0.08241758241758242,15.0,10.0,0.45
0,threshold-0.5,430,-2.766839378238342,-534.0,1.3160621761658031,254.0,1.0,0.14507772020725387,28.0,10.0,0.45
0,threshold-0.5,436,-2.0824175824175826,-379.0,1.0934065934065933,199.0,1.0,0.0989010989010989,18.0,10.0,0.45
0,threshold-0.5,442,-2.015957446808511,-379.0,1.2180851063829787,229.0,1.0,0.0797872340425532,15.0,10.0,0.45
0,threshold-0.5,448,-2.7783505154639174,-539.0,1.3350515463917525,259.0,1.0,0.14432989690721648,28.0,10.0,0.45
0,threshold-0.5,454,-1.8833333333333333,-339.0,1.05,189.0,1.0,0.08333333333333333,15.0,10.0,0.45
0,threshold-0.5,460,-2.7268041237113403,-529.0,1.3350515463917525,259.0,1.0,0.13917525773195877,27.0,10.0,0.45
